variant_id	variant_name	chemical_id	chemical_name
PA166186140	rs72547527	PA166179720	tapentadol
PA166186140	rs72547527	PA448015	acetaminophen
PA166155785	rs10210302	PA10004	adalimumab
PA166156502	rs1126647	PA162372840	sunitinib
PA166157532	rs121909013	PA165950341	ivacaftor
PA166157532	rs121909013	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166153915	rs80223967	PA164760860	pegaspargase
PA166153915	rs80223967	PA449165	cyclophosphamide
PA166153915	rs80223967	PA449177	cytarabine
PA166153915	rs80223967	PA449212	daunorubicin
PA166153915	rs80223967	PA449247	dexamethasone
PA166153915	rs80223967	PA449412	doxorubicin
PA166153915	rs80223967	PA450428	methotrexate
PA166153915	rs80223967	PA451100	prednisone
PA166153915	rs80223967	PA451663	thioguanine
PA166153915	rs80223967	PA451879	vincristine
PA166250084	rs2053098	PA450428	methotrexate
PA166155225	rs4793665	PA450550	morphine
PA166319465	rs527580106	PA128406956	fluorouracil
PA166156984	rs1415744	PA448964	chlorpromazine
PA166156984	rs1415744	PA449061	clozapine
PA166156984	rs1415744	PA449841	haloperidol
PA166156984	rs1415744	PA450688	olanzapine
PA166156984	rs1415744	PA451201	quetiapine
PA166156984	rs1415744	PA451257	risperidone
PA166156984	rs1415744	PA451771	trifluoperazine
PA166177192	rs17724494	PA10066	duloxetine
PA166236262	rs11045995	PA164754992	rocuronium
PA166156002	rs2835285	PA449212	daunorubicin
PA166156002	rs2835285	PA449412	doxorubicin
PA166202221	rs616147	PA164778930	creatine
PA166153901	rs72549308	PA448771	capecitabine
PA166161197	rs17268282	PA449719	furosemide
PA166206602	rs41269255	PA452618	opioids
PA166155099	rs9940629	PA448499	atenolol
PA166155171	rs967676	PA449686	fluticasone propionate
PA166155171	rs967676	PA450546	montelukast
PA166155137	rs104894539	PA451906	warfarin
PA166184699	rs10485057	PA448073	ethanol
PA166184699	rs10485057	PA450626	nicotine
PA166154681	rs585719	PA449015	citalopram
PA166155384	rs2189784	PA451906	warfarin
PA166154514	rs1487278	PA450522	mirtazapine
PA166154514	rs1487278	PA451866	venlafaxine
PA166170094	rs710446	PA452637	hormonal contraceptives for systemic use
PA166154093	rs8187707	PA10204	tenofovir
PA166153893	rs60369023	PA449177	cytarabine
PA166153893	rs60369023	PA449748	gemcitabine
PA166266941	rs759922342	PA166153469	palbociclib
PA166155648	rs1804645	PA451581	tamoxifen
PA166153748	rs3753380	PA164774763	latanoprost
PA166155574	rs193922818	PA164749136	desflurane
PA166155574	rs193922818	PA449461	enflurane
PA166155574	rs193922818	PA449845	halothane
PA166155574	rs193922818	PA450106	isoflurane
PA166155574	rs193922818	PA450434	methoxyflurane
PA166155574	rs193922818	PA451341	sevoflurane
PA166155574	rs193922818	PA451522	succinylcholine
PA166153998	rs2177370	PA449394	donepezil
PA166153998	rs2177370	PA449726	galantamine
PA166153998	rs2177370	PA451262	rivastigmine
PA166156003	rs2835859	PA449599	fentanyl
PA166155175	rs1050565	PA448645	bleomycin
PA166155175	rs1050565	PA449014	cisplatin
PA166155175	rs1050565	PA449552	etoposide
PA166157448	rs10499563	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166177053	rs6090043	PA452618	opioids
PA166160738	rs4273729	PA164749390	peginterferon alfa-2a
PA166160738	rs4273729	PA164784024	peginterferon alfa-2b
PA166160738	rs4273729	PA451241	ribavirin
PA166157745	rs2230808	PA449594	fenofibrate
PA166258761	rs12749274	PA450588	naltrexone
PA166155855	rs17868320	PA450566	mycophenolate mofetil
PA166155855	rs17868320	PA7000	sorafenib
PA166153964	rs1113129	PA450761	paclitaxel
PA166156593	rs4693075	PA133950441	hmg coa reductase inhibitors
PA166156593	rs4693075	PA134308647	rosuvastatin
PA166156593	rs4693075	PA448500	atorvastatin
PA166155393	rs2279343	PA164781343	varenicline
PA166155393	rs2279343	PA448687	bupropion
PA166155393	rs2279343	PA449165	cyclophosphamide
PA166155393	rs2279343	PA449441	efavirenz
PA166155393	rs2279343	PA450401	methadone
PA166155393	rs2279343	PA450626	nicotine
PA166155393	rs2279343	PA451141	propofol
PA166160922	rs2954625	PA450395	metformin
PA166155341	rs7412	PA164712505	Antivirals for treatment of HIV infections, combinations
PA166155341	rs7412	PA166313301	lecanemab
PA166155341	rs7412	PA166350685	aducanumab
PA166155341	rs7412	PA448500	atorvastatin
PA166155341	rs7412	PA449594	fenofibrate
PA166155341	rs7412	PA449688	fluvastatin
PA166155341	rs7412	PA451089	pravastatin
PA166155341	rs7412	PA451260	ritonavir
PA166155341	rs7412	PA451906	warfarin
PA166156490	rs729147	PA130620651	anthracyclines and related substances
PA166157201	rs35167514	PA164712431	Antiemetics And Antinauseants
PA166157201	rs35167514	PA451735	tramadol
PA166203342	rs2272733	PA131301952	gefitinib
PA166164874	rs12050587	PA128406956	fluorouracil
PA166164874	rs12050587	PA449165	cyclophosphamide
PA166164874	rs12050587	PA449476	epirubicin
PA166319204	rs368327291	PA128406956	fluorouracil
PA166155072	rs4889606	PA451906	warfarin
PA166155496	rs35303484	PA449441	efavirenz
PA166182096	rs7905446	PA10074	escitalopram
PA166182096	rs7905446	PA164713257	Selective serotonin reuptake inhibitors
PA166182096	rs7905446	PA450801	paroxetine
PA166182096	rs7905446	PA452229	antidepressants
PA166156524	rs1801058	PA450480	metoprolol
PA166157203	rs36056065	PA450395	metformin
PA166156118	rs5751876	PA448710	caffeine
PA166319206	rs368519011	PA128406956	fluorouracil
PA166156753	rs1062535	PA448497	aspirin
PA166156753	rs1062535	PA449053	clopidogrel
PA166241901	rs1603218569	PA452167	aminoglycoside antibacterials
PA166328661	rs1154831	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166154449	rs11042725	PA450801	paroxetine
PA166192822	rs764666241	PA448771	capecitabine
PA166153907	rs75114882	PA449383	docetaxel
PA166154927	rs9806699	PA133950441	hmg coa reductase inhibitors
PA166154927	rs9806699	PA451363	simvastatin
PA166157695	rs238	PA449899	hydrochlorothiazide
PA166182408	rs1277441	PA450550	morphine
PA166182408	rs1277441	PA452618	opioids
PA166160685	rs10946739	PA451250	rifampin
PA166157074	rs3213207	PA450403	methamphetamine
PA166395181	rs397508678	PA165950341	ivacaftor
PA166154312	rs1062613	PA449061	clozapine
PA166154260	rs6275	PA164712362	Analgesics
PA166154260	rs6275	PA164712462	Antiinflammatory agents, non-steroids
PA166154260	rs6275	PA164712741	Ergot alkaloids
PA166154260	rs6275	PA450401	methadone
PA166154260	rs6275	PA450688	olanzapine
PA166154260	rs6275	PA451264	rizatriptan
PA166154260	rs6275	PA451566	sumatriptan
PA166154260	rs6275	PA452618	opioids
PA166156773	rs1800888	PA448068	salbutamol
PA166259901	rs62368105	PA448685	buprenorphine
PA166157849	rs6318	PA10074	escitalopram
PA166157849	rs6318	PA451257	risperidone
PA166186020	rs183701923	PA450373	mephenytoin
PA166157007	rs2016520	PA128406956	fluorouracil
PA166157007	rs2016520	PA448771	capecitabine
PA166157007	rs2016520	PA449383	docetaxel
PA166157007	rs2016520	PA451644	thalidomide
PA166155343	rs13181	PA128406956	fluorouracil
PA166155343	rs13181	PA131285527	oxaliplatin
PA166155343	rs13181	PA150595617	platinum
PA166155343	rs13181	PA164713176	Platinum compounds
PA166155343	rs13181	PA448645	bleomycin
PA166155343	rs13181	PA449014	cisplatin
PA166155343	rs13181	PA449383	docetaxel
PA166155343	rs13181	PA449412	doxorubicin
PA166155343	rs13181	PA449552	etoposide
PA166155343	rs13181	PA449748	gemcitabine
PA166155343	rs13181	PA450198	leucovorin
PA166155343	rs13181	PA450428	methotrexate
PA166155996	rs2070995	PA164712362	Analgesics
PA166155996	rs2070995	PA450401	methadone
PA166153971	rs1786929	PA449686	fluticasone propionate
PA166153971	rs1786929	PA450546	montelukast
PA166157825	rs10981694	PA449014	cisplatin
PA166170092	rs56392308	PA452637	hormonal contraceptives for systemic use
PA166162370	rs4661012	PA165374673	ticagrelor
PA166285041	rs121908585	PA166223903	avapritinib
PA166210024	rs7900002	PA448073	ethanol
PA166157646	rs13273672	PA164712718	Drugs used in alcohol dependence
PA166154136	rs11252394	PA448068	salbutamol
PA166197861	rs1360983	PA448073	ethanol
PA166157018	rs2125739	PA450616	nevirapine
PA166157751	rs2302821	PA448871	celecoxib
PA166157378	rs3750117	PA449177	cytarabine
PA166157378	rs3750117	PA449748	gemcitabine
PA166157378	rs3750117	PA449961	idarubicin
PA166153816	rs10918594	PA451868	verapamil
PA166394881	rs397508758	PA165950341	ivacaftor
PA166181287	rs4148324	PA450428	methotrexate
PA166319182	rs374827081	PA128406956	fluorouracil
PA166289401	rs2874116	PA449167	cyclosporine
PA166155004	rs1029489	PA165983754	pitrakinra
PA166177124	rs56229625	PA10066	duloxetine
PA166153539	rs699	PA164712308	Ace Inhibitors, Plain
PA166153539	rs699	PA164712462	Antiinflammatory agents, non-steroids
PA166153539	rs699	PA448499	atenolol
PA166153539	rs699	PA450084	irbesartan
PA166153539	rs699	PA451205	quinapril
PA166165398	rs3888190	PA10026	aripiprazole
PA166165398	rs3888190	PA162565877	amisulpride
PA166165398	rs3888190	PA163518919	paliperidone
PA166165398	rs3888190	PA449061	clozapine
PA166165398	rs3888190	PA450243	lithium
PA166165398	rs3888190	PA450522	mirtazapine
PA166165398	rs3888190	PA450688	olanzapine
PA166165398	rs3888190	PA451201	quetiapine
PA166165398	rs3888190	PA451257	risperidone
PA166165398	rs3888190	PA451846	valproic acid
PA166350901	rs772413158	PA449441	efavirenz
PA166176955	rs9032	PA450464	methylphenidate
PA166316645	rs754533672	PA166178659	arachidonic acid
PA166290051	rs374099483	PA448687	bupropion
PA166290051	rs374099483	PA449441	efavirenz
PA166154436	rs10792367	PA449899	hydrochlorothiazide
PA166254981	rs958804	PA449599	fentanyl
PA166154060	rs4752220	PA164713176	Platinum compounds
PA166159782	rs199549923	PA448771	capecitabine
PA166236402	rs568724445	PA451522	succinylcholine
PA166156029	rs11479	PA128406956	fluorouracil
PA166156029	rs11479	PA448771	capecitabine
PA166157880	rs5030868	PA449782	glyburide
PA166183759	rs894160	PA451283	rosiglitazone
PA166157106	rs4870061	PA450196	letrozole
PA166154461	rs12221497	PA451868	verapamil
PA166177200	rs61908406	PA10066	duloxetine
PA166154128	rs11189015	PA449899	hydrochlorothiazide
PA166160628	rs117648444	PA164749390	peginterferon alfa-2a
PA166160628	rs117648444	PA164784024	peginterferon alfa-2b
PA166160628	rs117648444	PA451241	ribavirin
PA166153927	rs145773863	PA448771	capecitabine
PA166155266	rs80338792	PA449646	flecainide
PA166155266	rs80338792	PA450488	mexiletine
PA166156278	rs49411	PA452229	antidepressants
PA166154245	rs778258371	PA450373	mephenytoin
PA166154245	rs778258371	PA450704	omeprazole
PA166155900	rs72551330	PA450566	mycophenolate mofetil
PA166155900	rs72551330	PA451550	sulfinpyrazone
PA166161405	rs2734583	PA448320	allopurinol
PA166394981	rs145449046	PA165950341	ivacaftor
PA166184253	rs17614642	PA448687	bupropion
PA166316681	rs1292029455	PA166178659	arachidonic acid
PA166182211	rs471760	PA449748	gemcitabine
PA166155638	rs1594160	PA449301	didanosine
PA166164945	rs397508759	PA165950341	ivacaftor
PA166164945	rs397508759	PA166179845	ivacaftor / tezacaftor
PA166164945	rs397508759	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166184667	rs9384169	PA452619	heroin
PA166161150	rs10782001	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166179966	rs562859	PA452619	heroin
PA166153867	rs17021408	PA164760860	pegaspargase
PA166153867	rs17021408	PA449165	cyclophosphamide
PA166153867	rs17021408	PA449177	cytarabine
PA166153867	rs17021408	PA449212	daunorubicin
PA166153867	rs17021408	PA449247	dexamethasone
PA166153867	rs17021408	PA449412	doxorubicin
PA166153867	rs17021408	PA450428	methotrexate
PA166153867	rs17021408	PA451100	prednisone
PA166153867	rs17021408	PA451663	thioguanine
PA166153867	rs17021408	PA451879	vincristine
PA166320028	rs137878450	PA128406956	fluorouracil
PA166155800	rs11125883	PA450112	isoniazid
PA166155453	rs10423928	PA450688	olanzapine
PA166189142	rs62516101	PA166184060	carbocisteine
PA166189142	rs62516101	PA450931	l-phenylalanine
PA166169844	rs9200	PA451578	tacrolimus
PA166164939	rs397508256	PA165950341	ivacaftor
PA166164939	rs397508256	PA166179845	ivacaftor / tezacaftor
PA166164939	rs397508256	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166156716	rs153549	PA449015	citalopram
PA166156716	rs153549	PA449673	fluoxetine
PA166156716	rs153549	PA450801	paroxetine
PA166156716	rs153549	PA451333	sertraline
PA166394662	rs397508300	PA165950341	ivacaftor
PA166155805	rs11676382	PA451906	warfarin
PA166155805	rs11676382	PA452632	acenocoumarol
PA166156928	rs558025	PA450401	methadone
PA166229161	rs28358571	PA450137	kanamycin
PA166229161	rs28358571	PA451512	streptomycin
PA166156637	rs10011796	PA448320	allopurinol
PA166154067	rs4918758	PA451906	warfarin
PA166153598	rs890293	PA451578	tacrolimus
PA166196166	rs145837941	PA449599	fentanyl
PA166299601	rs2097432	PA452639	infliximab
PA166157737	rs1800975	PA164713176	Platinum compounds
PA166156033	rs135550	PA449594	fenofibrate
PA166178428	rs74743371	PA128406956	fluorouracil
PA166178428	rs74743371	PA449165	cyclophosphamide
PA166178428	rs74743371	PA449476	epirubicin
PA166257822	rs9620007	PA449088	codeine
PA166271161	rs2292596	PA450428	methotrexate
PA166155125	rs17886199	PA451906	warfarin
PA166169840	rs34550074	PA164713347	Thiazides, plain
PA166159638	rs61622928	PA448771	capecitabine
PA166156103	rs3761422	PA448710	caffeine
PA166156103	rs3761422	PA450428	methotrexate
PA166157865	rs2106809	PA448780	captopril
PA166155149	rs4359	PA451223	ramipril
PA166154640	rs11568820	PA450496	midazolam
PA166155533	rs118192162	PA164749136	desflurane
PA166155533	rs118192162	PA449461	enflurane
PA166155533	rs118192162	PA449845	halothane
PA166155533	rs118192162	PA450106	isoflurane
PA166155533	rs118192162	PA450434	methoxyflurane
PA166155533	rs118192162	PA451341	sevoflurane
PA166155533	rs118192162	PA451522	succinylcholine
PA166154826	rs12050217	PA450877	perindopril
PA166155540	rs118192177	PA164749136	desflurane
PA166155540	rs118192177	PA449461	enflurane
PA166155540	rs118192177	PA449845	halothane
PA166155540	rs118192177	PA450106	isoflurane
PA166155540	rs118192177	PA450434	methoxyflurane
PA166155540	rs118192177	PA451341	sevoflurane
PA166155540	rs118192177	PA451522	succinylcholine
PA166179207	rs1976391	PA450731	oxazepam
PA166179207	rs1976391	PA451257	risperidone
PA166153715	rs2661319	PA451257	risperidone
PA166344461	rs16906115	PA166305982	PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors
PA166176954	rs929740	PA450464	methylphenidate
PA166157707	rs495828	PA164712308	Ace Inhibitors, Plain
PA166157707	rs495828	PA449456	enalapril
PA166180928	rs117986340	PA10066	duloxetine
PA166153595	rs846908	PA451578	tacrolimus
PA166154113	rs10752271	PA450268	losartan
PA166186981	rs1047303	PA452347	glucocorticoids
PA166157633	rs11545077	PA450428	methotrexate
PA166153631	rs1476413	PA450428	methotrexate
PA166155202	rs2240017	PA10832	corticosteroids
PA166157147	rs9351963	PA450085	irinotecan
PA166157138	rs9322336	PA164781343	varenicline
PA166155769	rs7588295	PA164712563	Bisphosphonates
PA166233886	rs1611114	PA452619	heroin
PA166179594	rs704212	PA450546	montelukast
PA166155952	rs6051702	PA164749390	peginterferon alfa-2a
PA166155952	rs6051702	PA451241	ribavirin
PA166169901	rs10132552	PA164713176	Platinum compounds
PA166169901	rs10132552	PA166122986	radiotherapy
PA166163663	rs193922843	PA164749136	desflurane
PA166163663	rs193922843	PA449461	enflurane
PA166163663	rs193922843	PA449845	halothane
PA166163663	rs193922843	PA450106	isoflurane
PA166163663	rs193922843	PA450434	methoxyflurane
PA166163663	rs193922843	PA451341	sevoflurane
PA166163663	rs193922843	PA451522	succinylcholine
PA166155666	rs2075252	PA449014	cisplatin
PA166155182	rs1135989	PA451879	vincristine
PA166290042	rs535039125	PA448687	bupropion
PA166290042	rs535039125	PA449441	efavirenz
PA166154547	rs2306283	PA133950441	hmg coa reductase inhibitors
PA166154547	rs2306283	PA142650384	pitavastatin
PA166154547	rs2306283	PA164748728	mycophenolic acid
PA166154547	rs2306283	PA164754992	rocuronium
PA166154547	rs2306283	PA166184379	letermovir
PA166154547	rs2306283	PA448500	atorvastatin
PA166154547	rs2306283	PA450085	irinotecan
PA166154547	rs2306283	PA450428	methotrexate
PA166154547	rs2306283	PA451089	pravastatin
PA166154547	rs2306283	PA451234	repaglinide
PA166154547	rs2306283	PA451250	rifampin
PA166154547	rs2306283	PA451363	simvastatin
PA166154547	rs2306283	PA7000	sorafenib
PA166154107	rs10490924	PA130232992	bevacizumab
PA166155914	rs1059150	PA10004	adalimumab
PA166155914	rs1059150	PA165107055	certolizumab pegol
PA166155914	rs1059150	PA449515	etanercept
PA166155914	rs1059150	PA450428	methotrexate
PA166155914	rs1059150	PA452347	glucocorticoids
PA166155914	rs1059150	PA452639	infliximab
PA166177058	rs2229205	PA450401	methadone
PA166248082	rs2229540	PA165291922	doxorubicinol
PA166248082	rs2229540	PA166248083	daunorubicinol
PA166159788	rs3918289	PA448771	capecitabine
PA166154516	rs1544410	PA10239	clodronate
PA166154516	rs1544410	PA164749390	peginterferon alfa-2a
PA166154516	rs1544410	PA164754789	conjugated estrogens
PA166154516	rs1544410	PA164760843	deferasirox
PA166154516	rs1544410	PA448082	alendronate
PA166154516	rs1544410	PA450344	medroxyprogesterone
PA166154516	rs1544410	PA450496	midazolam
PA166154516	rs1544410	PA451241	ribavirin
PA166159780	rs72975710	PA448771	capecitabine
PA166157193	rs17574269	PA449014	cisplatin
PA166157193	rs17574269	PA450085	irinotecan
PA166154261	rs6277	PA10026	aripiprazole
PA166154261	rs6277	PA449061	clozapine
PA166154261	rs6277	PA450401	methadone
PA166154261	rs6277	PA450626	nicotine
PA166154261	rs6277	PA450688	olanzapine
PA166154261	rs6277	PA452233	antipsychotics
PA166170682	rs2838958	PA450428	methotrexate
PA166154390	rs2854116	PA451260	ritonavir
PA166154498	rs557881	PA448497	aspirin
PA166157747	rs2250242	PA449383	docetaxel
PA166157134	rs9272105	PA450037	interferon beta-1a
PA166157134	rs9272105	PA450039	interferon beta-1b
PA166159656	rs1330344	PA449053	clopidogrel
PA166157514	rs75039782	PA165950341	ivacaftor
PA166157514	rs75039782	PA166151864	ataluren
PA166157514	rs75039782	PA166179845	ivacaftor / tezacaftor
PA166157514	rs75039782	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166177794	rs589046	PA166114414	cotinine
PA166177794	rs589046	PA450550	morphine
PA166177794	rs589046	PA450626	nicotine
PA166177794	rs589046	PA452618	opioids
PA166155587	rs16944	PA10239	clodronate
PA166155587	rs16944	PA164712563	Bisphosphonates
PA166155587	rs16944	PA449548	etidronic acid
PA166155587	rs16944	PA450180	lansoprazole
PA166155587	rs16944	PA450704	omeprazole
PA166155587	rs16944	PA451089	pravastatin
PA166155587	rs16944	PA451216	rabeprazole
PA166155587	rs16944	PA451255	risedronate
PA166155587	rs16944	PA451688	tiludronate
PA166155587	rs16944	PA452233	antipsychotics
PA166156703	rs201279313	PA448499	atenolol
PA166156703	rs201279313	PA449899	hydrochlorothiazide
PA166156703	rs201279313	PA450480	metoprolol
PA166155795	rs10929303	PA10251	atazanavir
PA166155795	rs10929303	PA448015	acetaminophen
PA166155795	rs10929303	PA451260	ritonavir
PA166176938	rs10420097	PA450464	methylphenidate
PA166154819	rs10140457	PA450196	letrozole
PA166263961	rs523349	PA166123407	abiraterone
PA166153916	rs111858276	PA448771	capecitabine
PA166155478	rs28399499	PA450616	nevirapine
PA166156482	rs9852	PA449061	clozapine
PA166156482	rs9852	PA450688	olanzapine
PA166153569	rs324420	PA10026	aripiprazole
PA166153569	rs324420	PA131890620	cannabinoids
PA166153569	rs324420	PA449061	clozapine
PA166153569	rs324420	PA449841	haloperidol
PA166153569	rs324420	PA450403	methamphetamine
PA166153569	rs324420	PA450550	morphine
PA166153569	rs324420	PA450688	olanzapine
PA166153569	rs324420	PA451201	quetiapine
PA166153569	rs324420	PA451257	risperidone
PA166155278	rs1123617	PA450631	nifedipine
PA166201526	rs3130985	PA448803	carboplatin
PA166201526	rs3130985	PA449748	gemcitabine
PA166177187	rs10771997	PA10066	duloxetine
PA166171034	rs324899	PA450243	lithium
PA166157242	rs11653	PA451906	warfarin
PA166155270	rs501415	PA128406956	fluorouracil
PA166155270	rs501415	PA448771	capecitabine
PA166236481	rs1560022535	PA451522	succinylcholine
PA166184666	rs3778150	PA448073	ethanol
PA166184666	rs3778150	PA452619	heroin
PA166350903	rs773494867	PA449441	efavirenz
PA166350903	rs773494867	PA451141	propofol
PA166155740	rs5030743	PA449027	cladribine
PA166155740	rs5030743	PA449177	cytarabine
PA166157162	rs9469003	PA448320	allopurinol
PA166157481	rs28371759	PA449167	cyclosporine
PA166153888	rs55886062	PA128406956	fluorouracil
PA166153888	rs55886062	PA448771	capecitabine
PA166153888	rs55886062	PA452620	tegafur
PA166176608	rs4646450	PA451578	tacrolimus
PA166353341	rs11140490	PA449412	doxorubicin
PA166155269	rs489693	PA10026	aripiprazole
PA166155269	rs489693	PA162565877	amisulpride
PA166155269	rs489693	PA163518919	paliperidone
PA166155269	rs489693	PA449841	haloperidol
PA166155269	rs489693	PA451201	quetiapine
PA166155269	rs489693	PA451257	risperidone
PA166155269	rs489693	PA452233	antipsychotics
PA166158794	rs11568315	PA10040	cetuximab
PA166158794	rs11568315	PA131301952	gefitinib
PA166158794	rs11568315	PA450085	irinotecan
PA166155400	rs2738466	PA451089	pravastatin
PA166319945	rs200296941	PA128406956	fluorouracil
PA166153664	rs2072658	PA450626	nicotine
PA166192821	rs6670886	PA448771	capecitabine
PA166156376	rs3749438	PA128406956	fluorouracil
PA166156376	rs3749438	PA450085	irinotecan
PA166156376	rs3749438	PA450198	leucovorin
PA166161538	rs12720066	PA450085	irinotecan
PA166177196	rs61908402	PA10066	duloxetine
PA166274204	rs4752292	PA164712535	Beta Blocking Agents
PA166156654	rs11938228	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166159773	rs145112791	PA448771	capecitabine
PA166156488	rs437943	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166155729	rs4550690	PA448432	anastrozole
PA166155729	rs4550690	PA449563	exemestane
PA166154643	rs12817819	PA164712445	Antihypertensives
PA166156331	rs1801282	PA164781343	varenicline
PA166156331	rs1801282	PA450688	olanzapine
PA166156331	rs1801282	PA450970	pioglitazone
PA166154847	rs700518	PA450196	letrozole
PA166154069	rs4948496	PA450428	methotrexate
PA166155592	rs264651	PA166122986	radiotherapy
PA166155415	rs4802101	PA449165	cyclophosphamide
PA166155912	rs1044396	PA164781343	varenicline
PA166155912	rs1044396	PA450626	nicotine
PA166156358	rs2472677	PA10251	atazanavir
PA166156358	rs2472677	PA164781343	varenicline
PA166156358	rs2472677	PA166114961	dolutegravir
PA166156358	rs2472677	PA451250	rifampin
PA166155617	rs1047891	PA143485705	antiepileptics
PA166155617	rs1047891	PA451846	valproic acid
PA166155507	rs56256500	PA450626	nicotine
PA166157727	rs1387923	PA450243	lithium
PA166155287	rs2741171	PA448771	capecitabine
PA166155911	rs1042580	PA451906	warfarin
PA166164948	rs397508288	PA165950341	ivacaftor
PA166164948	rs397508288	PA166179845	ivacaftor / tezacaftor
PA166164948	rs397508288	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166185175	rs6088638	PA448073	ethanol
PA166184665	rs9478495	PA452619	heroin
PA166156323	rs1523130	PA10364	memantine
PA166156323	rs1523130	PA164781343	varenicline
PA166156323	rs1523130	PA451257	risperidone
PA166157116	rs6922548	PA449383	docetaxel
PA166157116	rs6922548	PA451644	thalidomide
PA166170278	rs17446819	PA450401	methadone
PA166186146	rs1042028	PA164754789	conjugated estrogens
PA166186146	rs1042028	PA166163690	desmethylnaproxen
PA166186146	rs1042028	PA166179720	tapentadol
PA166186146	rs1042028	PA448015	acetaminophen
PA166289381	rs12885713	PA449167	cyclosporine
PA166157092	rs3931660	PA450379	mercaptopurine
PA166154982	rs35592	PA450428	methotrexate
PA166153974	rs1800544	PA164713257	Selective serotonin reuptake inhibitors
PA166153974	rs1800544	PA164752812	milnacipran
PA166153974	rs1800544	PA449256	dexmedetomidine
PA166153974	rs1800544	PA450464	methylphenidate
PA166283762	rs9973653	PA7000	sorafenib
PA166180969	rs1225367412	PA451363	simvastatin
PA166163246	rs7187684	PA448771	capecitabine
PA166155534	rs118192163	PA164749136	desflurane
PA166155534	rs118192163	PA449461	enflurane
PA166155534	rs118192163	PA449845	halothane
PA166155534	rs118192163	PA450106	isoflurane
PA166155534	rs118192163	PA450434	methoxyflurane
PA166155534	rs118192163	PA451341	sevoflurane
PA166155534	rs118192163	PA451522	succinylcholine
PA166157811	rs10760397	PA450037	interferon beta-1a
PA166157811	rs10760397	PA450039	interferon beta-1b
PA166159977	rs50872	PA164713176	Platinum compounds
PA166157284	rs1045642	PA10233	voriconazole
PA166157284	rs1045642	PA10251	atazanavir
PA166157284	rs1045642	PA10804	imatinib
PA166157284	rs1045642	PA128406956	fluorouracil
PA166157284	rs1045642	PA130620651	anthracyclines and related substances
PA166157284	rs1045642	PA131285527	oxaliplatin
PA166157284	rs1045642	PA133950441	hmg coa reductase inhibitors
PA166157284	rs1045642	PA143485705	antiepileptics
PA166157284	rs1045642	PA146123005	talinolol
PA166157284	rs1045642	PA150481189	taxanes
PA166157284	rs1045642	PA162372840	sunitinib
PA166157284	rs1045642	PA164712505	Antivirals for treatment of HIV infections, combinations
PA166157284	rs1045642	PA164712708	Drugs For Treatment Of Tuberculosis
PA166157284	rs1045642	PA164713176	Platinum compounds
PA166157284	rs1045642	PA164713257	Selective serotonin reuptake inhibitors
PA166157284	rs1045642	PA164746311	everolimus
PA166157284	rs1045642	PA164749649	dicloxacillin
PA166157284	rs1045642	PA164768820	daptomycin
PA166157284	rs1045642	PA165110351	dabigatran
PA166157284	rs1045642	PA165110729	rhodamine 123
PA166157284	rs1045642	PA165958360	rivaroxaban
PA166157284	rs1045642	PA165958363	agomelatine
PA166157284	rs1045642	PA166129539	silibinin
PA166157284	rs1045642	PA166177229	highly active antiretroviral therapy (haart)
PA166157284	rs1045642	PA448432	anastrozole
PA166157284	rs1045642	PA448500	atorvastatin
PA166157284	rs1045642	PA448645	bleomycin
PA166157284	rs1045642	PA448771	capecitabine
PA166157284	rs1045642	PA448785	carbamazepine
PA166157284	rs1045642	PA449014	cisplatin
PA166157284	rs1045642	PA449053	clopidogrel
PA166157284	rs1045642	PA449061	clozapine
PA166157284	rs1045642	PA449088	codeine
PA166157284	rs1045642	PA449165	cyclophosphamide
PA166157284	rs1045642	PA449167	cyclosporine
PA166157284	rs1045642	PA449177	cytarabine
PA166157284	rs1045642	PA449247	dexamethasone
PA166157284	rs1045642	PA449319	digoxin
PA166157284	rs1045642	PA449383	docetaxel
PA166157284	rs1045642	PA449412	doxorubicin
PA166157284	rs1045642	PA449441	efavirenz
PA166157284	rs1045642	PA449552	etoposide
PA166157284	rs1045642	PA449599	fentanyl
PA166157284	rs1045642	PA449621	fexofenadine
PA166157284	rs1045642	PA449809	granisetron
PA166157284	rs1045642	PA450112	isoniazid
PA166157284	rs1045642	PA450180	lansoprazole
PA166157284	rs1045642	PA450268	losartan
PA166157284	rs1045642	PA450401	methadone
PA166157284	rs1045642	PA450428	methotrexate
PA166157284	rs1045642	PA450466	methylprednisolone
PA166157284	rs1045642	PA450530	modafinil
PA166157284	rs1045642	PA450550	morphine
PA166157284	rs1045642	PA450606	nelfinavir
